sentence	error label	split	label
Vi måste först förstå vilket syfte de sociala medierna har och det är i första hand kommersiellt , att kunna rikta reklam till rätt person .	L-W	train	0
Jag är väldigt glad över det eftersom jag tycker att det finns för många människor , speciellt barn , som anser kläder som en statussymbol och köper dem även om de har inte tillräckligt med pengar .	L-W	train	1
Jag glömmer inte hur nöjd jag var när jag kom in .	L-W	train	1
Det är jätteviktigt att din chef tar ett bra första intryck av dig .	L-W	train	1
Kvinnor började få fler rättigheter : att rösta , att jobba och att ha sina egna pengar .	L-W	train	0
Slutligen kan man säga att Strindbergs barndom var fattig , tvärt emot Astrid Lindgrens , vars barndom var lycklig och rik .	L-W	train	0
Jag vill betona att det är en ganska vanlig situation att tonåringar förstår ett politikområde ännu bättre än deras föräldrar , men inte har några möjligheter att framföra sina tankar och åsikter på grund av de rösträttsbegränsningar som gäller deras ålder .	L-W	train	0
I romanen finns det inte bara svenska utan det finns arabiska ord också , även om de svenska orden dominerar .	L-W	train	0
På torget ligger två stora stenlejon , alla i B-stad känner till dem , det är en vanlig plats att träffa vänner !	L-W	train	0
Självklart finns det utsatta i Sverige också och i alla länder .	L-W	train	0
Människor som redan har fått utbildning , jobb och egendom kan inte förstå detta faktum , men de måste komma ihåg att de har varit ungdomar utan någon rätt att visa sina problem till regeringen och samhället .	L-W	train	1
Vi har bott tillsammans för två eller tre år nu .	L-W	train	1
Det blir också många olika typer av utsläpp när gamla bilar används .	L-W	train	0
Men varför var Stockholm länge den telefontätaste staden ?	O-Comp	train	0
Dessutom kan man lära sig av dessa litterära verk att föräldrar som kommer in i en ny kultur och tradition försöker hålla kvar sin gamla gamla tradition och kultur , och i de flesta fall så anstränger de sina barn med våld och påtryckningar att följa samma regler , vilket kan vara olagligt .	L-W	train	1
Om man funderar lite över det här fenomenet ska jag först fråga varför ?	L-W	train	0
Åström ( 2012 ) skriver att i början av 1800-talet var kommunikationen väldigt enkel i Sverige , ansikte mot ansikte .	L-W	train	0
En dag kom jag sent till en lektion .	L-W	train	0
Min man var min lärare på universitetet i 3 månader och han kände någonting för mig men det visste jag inte .	L-W	train	0
Jag heter Kim och jag studerar på SFI på D-kursen .	L-W	train	0
Sammanfattningsvis vill jag säga att sänkningen av åldersgränsen på valet har alla möjligheter att bli ett skäl till demokratins utveckling över hela världen .	L-W	train	1
Efter sin brors dom bestämmer han sig för att göra slut med henne och han ber henne att inte komma tillbaka till deras hus , och efter att han har låst ute henne bryter hon ihop och tar irrationella beslut som gör att hon blir biten av hunden .	L-W	train	0
Hon var jätte snäll , duktig och tålmodig .	O-Comp	train	1
Att hitta sin klädstil betyder att man hittar sin personliga stil som matchar känslorna med utsidan .	L-W	train	0
Stockholm var fullt av telefontrådar och det hade ett uselt utseende men snart försvann de fasta uppkopplingarna och ersattes av mängder av små privatägda telefonnät som köptes av Kungliga Televerket .	L-W	train	1
Hur bodde människorna på 1800-talet utan sociala medier och teknologi och vad har hänt efter att sociala medier upptäcktes ?	O-Comp	train	0
I litteraturens olika sätt att beröra allmänmänskliga teman kan vi hämta livsläxor och kunskaper som låter oss förstå vår värld och oss själva bättre .	L-W	train	0
Där är det 20 plusgrader på vintern och jag hade på mig en normal jacka utan varma underkläder och långkalsonger .	L-W	train	0
Men i den andra berättelsen , i filmen " Frozen " , där var också olika typer av kärlek : kärlek mellan systrar , och en typ av kärlek var det att Kristoffer var kär i Anna och de älskade varandra , eller det kärleksliv som Anna och Hans hade med varandra den dagen då Elsa blev arg och använde sin magiska kraft och osv .	L-W	train	1
Alla har en egen ¨ kulturgrammatik ¨ och man ska ta hänsyn på det .	L-W	train	1
” Men när han hade åkt buss i 4 timmar och han äntligen var nära hemmet , kom två säkerhetsvakter och samhällschefen och stannade honom och sa till honom : " Du måste först åka till ett hotell i 14 dagar för att isolera dig , sedan , om du tar ett test igen som är bra , då blir du helt fri och sedan kan du åka till ditt hem ” .	L-W	train	0
En dag lämnar storebror sin lillebror för att hjälpa folket i den andra dalen att få frihet men det är jätte svårt .	O-Comp	train	1
Vi höll kontakten i 3 månader , sedan träffade vi varandra i C-land .	L-W	train	0
Det smakar salt och det är bra för all kroppen .	L-W	train	1
Men jag tror att det är viktigt att du lär dig några bra tips från mig om hur du kan göra i en relation som ska fungera hela livet .	L-W	train	0
För det första , försök att prata med dina arbetskamrater under en paus eller vid lunch tid .	O-Comp	train	1
Man måste försöka att söka efter nya vänner på skolan , jobba och bland grannarna .	L-Der	train	1
Det är stor skillnad mellan uppfostran och omsorg .	L-Der	train	0
Vi kan köpa två biobiljetter till själva oss och gå med honom på bio om du vill .	L-W	train	0
En förklaring till detta är att kläder var viktigare för mig innan .	L-W	train	1
Vet du att jag började på danskursen , och där trivs jag för att det är min favoritaktivitet .	O-Comp	train	0
Våra lärare också ger oss 1 eller 2 uppgifter att göra hemma och vi kan också träna på en mjuk vara som kallas UNIS för att lära oss svenska språket .	O-Comp	train	1
Deras vilja , tro och värdegrunder är de centrala faktorerna som i slutändan avgör hur proaktiva eller reaktiva problem inom landet ska hanteras .	L-W	train	0
Det är en drama- och fantasifilm som handlar om en målmedveten , viljestark och envis ung prinsessa som vill vara självständig och fri , men hennes konservativa mamma försöker ge henne en prinsessuppfostran .	O-Comp	train	0
Men nu är jag inte intresserad av den längre .	L-W	train	0
Avslutning : Avslutningsvis är det  bra att kunna flera språk för att det kan hjälpa dig själv eller du kan hjälpa  andra  , inte kan som , med språket .  Det finns alltid och fördelar nackdelar med det .	L-W	train	0
För att nå ett mål i livet måste man försöka , insistera och kämpa för att lyckas med det .	L-W	train	1
Jag läser , skriver , pratar och pratar med mina kompisar på klassrummet .	L-W	train	1
Ständig utveckling i livet och utifrån behoven tvingade dem att uppfinna och leta efter nya sätt för att passa det ständigt växlande livet , vilket alltid ledde till nya kommunikationsmetoder .	L-Der	train	0
Fadern förstod ingenting av uppfostrar eftersom det inte fanns någon som själv var fullkomlig i familjen .	L-Der	train	1
Man ska vara lycklig om man har ett vanligt normalt liv .	L-Der	train	0
Med andra ord , de har tillfälle att resa mycket till varma länder eller till fjällen och de kan leva mitt i stan .	L-W	train	0
I B-land finns det jättemycket folk , och det är orsaken till att folk inte kan få lika bra levnadsnivå som i Sverige , för det tar tid .	L-W	train	0
En del tycker ändå att de kan föda mer barn så att de kan få mer bidrag och inte behöver jobba .	L-W	train	1
Jag tror att det är bättre om vi ger Karin en vas som hon kan använda för att dekorera sitt hus .	L-W	train	1
Under den tiden kan du prata med läraren hur som helst eller om vad som helst som du känner för och du lär dig mer eller din kunskap utvecklas .	L-Der	train	0
Då var jag jätteorolig som du är , men när min man tog mina händer och pratade med mig blev jag lugnare och tänkte på trevliga saker som kunde hända i framtiden !	O-Comp	train	0
Om du inte tyckte det var jätteviktigt , skulle du inte göra det .	L-W	train	0
Vissa dagar tar jag på mig mina kläder när jag ska vara gäst på en middag hos vänner .	L-W	train	0
Kläder är till för att vi inte ska bli kalla och blöta .	L-W	train	0
Därefter berättar Björkqvist ( 2012 ) om de första mobila telefonerna som kom till Sverige under 50-talet .	L-W	train	0
För många är att bli antagna till universitetet eller att få sitt drömjobb definitionen av lycka .	L-W	train	0
Å ena sidan kan det vara fel , men å andra sidan kan man använda de nya teknikerna på rätt sätt för att hjälpa människor eller sprida medvetenhet därigenom .	L-W	train	0
De försöker ta reda på och göra vad den andra vill och gillar , men det är tvärtom .	L-W	train	0
Man kan lära sig hur man kan lösa problemet med olika konflikter i familjen , vad familjen betyder för oss , hur traditionen kan påverka livet och varför familj är så viktigt för oss .	L-W	train	0
De här definitionerna har utvecklats under åren , men oavsett hur definitionerna har utvecklats och mångfaldigats så hänvisar de alla till betydelsen av framsteg , perfektion , tillväxt , bildande och utveckling till det bättre .	L-Der	train	1
För det tredje finns det en risk att när alla personer följer nya trender , då kan alla se som varandra ut .	L-W	train	1
Nya värderingar som kvinnorätt eller miljöns bevarande har kommit , och de är mycket positiva , men andra , som familjens struktur och förhållanden , har blivit förstörda helt och hållet .	L-Der	train	0
Hon beskriver fördelen med att behålla den obligatoriska svenskan på skolan i Finland .	L-W	train	1
När mamman kom tillbaka till barnhemmet för att hälsa på Christina stoppade personalen som jobbade på barnhemmet henne för att Christina inte fick träffa sin mamma , inte ens när hon såg mamman i dörren .	L-W	train	0
Jag har hört att kommunen tänker stänga biblioteket i Haga , vilket berör många universitetet elever .	L-Der	train	1
Dessutom är girighet en viktig orsak när man inte visar lojalitet mot sitt land och tjänar mer pengar på oetiska sätt .	L-W	train	0
Eller du kan bjuda dina grannar till enfest och du kan känna efter om de kan bli dina vänner eller inte .	O-Comp	train	1
Alla människor är olika och det finns några som låter sig påverkas av nya trender eller kompisar , medan det för andra människor däremot inte spelar någon roll vad är det för mode den årstiden .	L-W	train	1
Vi kände att det var en jättedålig tid för oss , men vi tänkte att vi levde för vår framtid i ett annat land , och här är vi idag , vi har vårt liv som vi alltid har drömt om .	L-W	train	0
För det mesta så handlar historien om en kurd man som har haft en svår uppväxt med flera konflikter som drabbat honom djupt i hjärtat .	L-Der	train	1
Därefter inträffade en revolution inom kommunikation område i det tjugonde och tjugoförsta århundradet , såsom uppfinningen av tv och utvecklingen av internet i hela världen .	O-Comp	train	1
